NARROW PUSH-UP,BODYWEIGHT,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
NARROW-GRIP BB BENCH PRESS,BARBELL,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
PEC DECK FLYE,MACHINE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
PUSH-UP,BODYWEIGHT,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE BENCH PRESS,MACHINE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE INCLINE PRESS,MACHINE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE NARROW-GRIP BENCH PRESS,MACHINE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE NARROW-GRIP INCLINE PRESS,MACHINE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE WIDE-GRIP BENCH PRESS,MACHINE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE WIDE-GRIP INCLINE PRESS,MACHINE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
WIDE-GRIP BB BENCH PRESS,BARBELL,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
HIGH INCLINE SMITH PRESS,MACHINE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
INCLINE MACHINE PRESS,MACHINE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
STRETCH PUSH-UP,BODYWEIGHT,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
CABLE INCLINE PRESS,CABLE,CHEST,,,,,,,,,,,,,,,,,,,,,,,,
ASSISTED REGULAR GRIP PULL-UP,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
ASSISTED NEUTRAL GRIP PULL-UP,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
ASSISTED UNDERHAND PULL-UP,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
ASSISTED WIDE GRIP PULL-UP,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
BB BENT OVER ROW,BARBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
BB BENT OVER ROW TO CHEST,BARBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
CAMBERED BAR ROW,BARBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
CHEST SUPPORTED T-BAR ROW,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
DB PULLOVER,DUMBBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
HAMMER HIGH ROW,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
HAMMER LOW ROW,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
INCLINE DB ROW,DUMBBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
INVERTED ROW,BODYWEIGHT,BACK,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE CHEST SUPPORTED ROW,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE PULLOVER,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
LAT PULLDOWN - REGULAR GRIP,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
LAT PULLDOWN - NEUTRAL GRIP,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
LAT PULLDOWN - UNDERHAND GRIP,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
LAT PULLDOWN - WIDE GRIP,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
PULL-UP - REGULAR GRIP,BODYWEIGHT,BACK,,,,,,,,,,,,,,,,,,,,,,,,
PULL-UP - NEUTRAL GRIP,BODYWEIGHT,BACK,,,,,,,,,,,,,,,,,,,,,,,,
PULL-UP - WIDE GRIP,BODYWEIGHT,BACK,,,,,,,,,,,,,,,,,,,,,,,,
PULL-UP - UNDERHAND GRIP,BODYWEIGHT,BACK,,,,,,,,,,,,,,,,,,,,,,,,
SEAL ROW,BARBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
SEATED CABLE ROW,CABLE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
2 ARM DB ROW,DUMBBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
1 ARM DB ROW,DUMBBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
1 ARM CABLE LOW ROW,CABLE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
STANDING 1 ARM CABLE LOW ROW,CABLE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
SMITH-MACHINE ROW,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
STRAIGHT ARM PULLDOWN,CABLE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
T-BAR ROW,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
UNDERHAND EZ BAR ROW,BARBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
RACK CHIN,BODYWEIGHT,BACK,,,,,,,,,,,,,,,,,,,,,,,,
FLEXION BARBELL ROW,BARBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
FLEXION DB ROW,DUMBBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
FLEXION CABLE ROW,CABLE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
DEFICIT BARBELL ROW,BARBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
CABLE LAT PRAYER,CABLE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE ROW TO CHEST,MACHINE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
CABLE LAT PULL AROUND,CABLE,BACK,,,,,,,,,,,,,,,,,,,,,,,,
BARBELL OR T-BAR ROW,BARBELL,BACK,,,,,,,,,,,,,,,,,,,,,,,,
FEET FORWARD SMITH SQUAT,MACHINE,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
BB FRONT SQUAT - CROSS GRIP,BARBELL,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
BB FRONT SQUAT,BARBELL,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
HACK SQUAT,MACHINE,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
BB HIGH-BAR SQUAT,BARBELL,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
BELT SQUAT,MACHINE,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
BB SQUAT - NARROW STANCE,BARBELL,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
LEG EXTENSION,MACHINE,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
LEG PRESS,MACHINE,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
PENDULUM SQUAT,MACHINE,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
SISSY SQUAT,BODYWEIGHT,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE SQUAT,MACHINE,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
ROGERS SQUAT,MACHINE,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
FRONT FOOT ELEVATED SMITH LUNGE,MACHINE,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
BULGARIAN SPLIT SQUAT,BODYWEIGHT,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
BODYWEIGHT SQUAT,BODYWEIGHT,QUADS,,,,,,,,,,,,,,,,,,,,,,,,
45 DEGREE BACK RAISE/EXTENSION,BODYWEIGHT,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
DB STIFF-LEG DEADLIFT,DUMBBELL,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
BB STIFF-LEG DEADLIFT,BARBELL,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE STIFF-LEG DEADLIFT,MACHINE,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
GLUTE-HAM RAISE,BODYWEIGHT,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
BB HIGH-BAR GOOD MORNING,BARBELL,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
BB LOW-BAR GOOD MORNING,BARBELL,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
LYING HAMSTRING CURL,MACHINE,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
SEATED HAMSTRING CURL,MACHINE,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
1 LEG HAMSTRING CURL,MACHINE,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
ASSITED NORDIC CURL,MACHINE,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE GOOD MORNING,MACHINE,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE SLDL,MACHINE,HAMSTRINGS,,,,,,,,,,,,,,,,,,,,,,,,
BB HIP THRUST,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB WALKING LUNGE,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
CABLE PULL-THROUGH,CABLE,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB CONVENTIONAL DEADLIFT,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB DEFICIT CONVENTIONAL DEADLIFTS (25s),BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB DEFICIT CONVENTIONAL DEADLIFTS,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
DB WALKING LUNGE,DUMBBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE GLUTE KICKBACK,MACHINE,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE HIP THRUST,MACHINE,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB REVERSE LUNGE,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
1 LEG HIP THRUST,MACHINE,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB BULGARIAN SPLIT SQUAT,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
DB BULGARIAN SPLIT SQUAT,DUMBBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB SUMO DEADLIFT,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB SUMO DEFICIT DEADLIFT,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB SUMO SQUAT,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
TRAP-BAR DEADLIFT,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
DB REVERSE LUNGE,DUMBBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
DB SPLIT SQUAT,DUMBBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB SPLIT SQUAT,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
1 LEG DB HIP THRUST,DUMBBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BELT SQUAT - WIDE STANCE,BARBELL,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
GLUTES RAISES,BODYWEIGHT,GLUTES,,,,,,,,,,,,,,,,,,,,,,,,
BB FRONT RAISE,BARBELL,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE UNDERHAND FRONT RAISE,CABLE,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB FRONT RAISE,DUMBBELL,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
EZ BAR UNDERHAND FRONT RAISE,BARBELL,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE SHOULDER PRESS,MACHINE,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB SEATED SHOULDER PRESS,DUMBBELL,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
BB SEATED SHOULDER PRESS,BARBELL,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
SMITH-MACHINE SEATED SHOULDER PRESS,MACHINE,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
BB STANDING SHOULDER PRESS,BARBELL,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB STANDING SHOULDER PRESS,DUMBBELL,FRONT/ANTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
BB UPRIGHT ROW,BARBELL,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE CROSS BODY LATERAL RAISE,CABLE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE UPRIGHT ROW,CABLE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB UPRIGHT ROW,DUMBBELL,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB LATERAL RAISE,DUMBBELL,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
LEANING CABLE LATERAL RAISE,CABLE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE LATERAL RAISE,MACHINE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
SMITH-MACHINE UPRIGHT ROW,MACHINE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB THUMBS-DOWN LATERAL RAISE,DUMBBELL,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB PAUSED LATERAL RAISE,DUMBBELL,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
SUPER ROM DB LATERAL,DUMBBELL,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
HIGH TO LOW ROPE UPRIGHT ROW,CABLE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
LOW TO HIGH ROPE UPRIGHT ROW,CABLE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
SIDE LYING DB INCLINE LATERAL RAISE,DUMBBELL,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
SIDE LYING CABLE INCLINE LATERAL RAISE,CABLE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
FACTORY LATERAL RAISE,DUMBBELL,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
FORWARD FACING INCLINE LATERAL RAISE,CABLE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
BEHIND THE BACK CABLE LATERAL,CABLE,SIDE/MEDIAL DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB BENT-OVER REAR DELT FLYE,DUMBBELL,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE CROSS-BODY REAR DELT FLYE,CABLE,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE ROPE FACEPULL,CABLE,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
1 ARM CABLE CROSS-BODY REAR DELT FLYE,CABLE,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB BENT-OVER FACEPULL,DUMBBELL,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB INCLINE FACEPULL,DUMBBELL,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB INCLINE REAR DELT FLYE,DUMBBELL,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
KNEELING CABLE FACEPULL,CABLE,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE REAR DELT/REVERSE FLYE,MACHINE,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
BB FACEPULL,BARBELL,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
PEC DECK REVERSE FLYE,MACHINE,REAR/POSTERIOR DELTS,,,,,,,,,,,,,,,,,,,,,,,,
DB ALTERNATING CURL,DUMBBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
BB CURL - NARROW GRIP,BARBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
BB CURL - MEDIUM GRIP,BARBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE EZ BAR CURL - WIDE GRIP,CABLE,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE EZ BAR CURL,CABLE,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
DB 1-ARM PREACHER CURL,DUMBBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
DB SPIDER CURL,DUMBBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
DB TWIST CURL,DUMBBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
EZ BAR CURL - NARROW GRIP,BARBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
EZ BAR CURL - WIDE GRIP,BARBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
EZ BAR PREACHER CURL,BARBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
EZ BAR SPIDER CURL,BARBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
DB HAMMER CURL,DUMBBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
DB INCLINE CURL,DUMBBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE PREACHER CURL,MACHINE,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE ROPE TWIST CURL,CABLE,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
INCLINE DB HAMMER CURL,DUMBBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
TWO ARM DB CURL,DUMBBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
AWAY FACING CABLE CURL,CABLE,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
SEATED AWAY FACING CABLE CURL,CABLE,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
45 DEGREE 1 ARM PREACHER CURL,BARBELL,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
SEATED MACHINE CURL,MACHINE,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE PREACHER CURL,CABLE,BICEPS,,,,,,,,,,,,,,,,,,,,,,,,
BB OVERHEAD TRICEP EXTENSION,BARBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
ASSISTED DIP,MACHINE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
BB SKULLCRUSHER,BARBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE OVERHEAD TRICEP EXTENSION,CABLE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
1-ARM CABLE TRICEP PUSHDOWN,CABLE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE TRICEP PUSHDOWN,CABLE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
DIP,BODYWEIGHT,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
DB SKULLCRUSHER,DUMBBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
EZ BAR OVERHEAD TRICEP EXTENSION,BARBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
INVERTED SKULLCRUSHER,BARBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE TRICEP EXTENSION,MACHINE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE TRICEP PUSHDOWN,MACHINE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE ROPE OVERHEAD TRICEP EXTENSION,CABLE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE ROPE PUSHDOWN,CABLE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
EZ BAR SEATED OVERHEAD TRICEP EXTENSION,BARBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
BB JM PRESS,BARBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE JM PRESS,MACHINE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
BB SEATED OVERHEAD TRICEP EXTENSION,BARBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
NARROW GRIP BENCH PRESS,BARBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
NARROW GRIP PUSH-UP,BODYWEIGHT,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
SMITH MACHINE SKULLCRUSHER,MACHINE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE DIP,MACHINE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
INCLINE DB PRESS,DUMBBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
DB PRESS,DUMBBELL,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
NARROW GRIP OVERHEAD MACHINE PRESS,MACHINE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
KATANA EXTENSION,CABLE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CROSS BODY CABLE EXTENSION,CABLE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE SKULLCRUSHER,CABLE,TRICEPS,,,,,,,,,,,,,,,,,,,,,,,,
CALF RAISE MACHINE,MACHINE,CALVES,,,,,,,,,,,,,,,,,,,,,,,,
LEG PRESS CALF RAISES,MACHINE,CALVES,,,,,,,,,,,,,,,,,,,,,,,,
1 LEG WEIGHTED STAIR CALF RAISES,MACHINE,CALVES,,,,,,,,,,,,,,,,,,,,,,,,
WEIGHTED STAIR CALF RAISES,MACHINE,CALVES,,,,,,,,,,,,,,,,,,,,,,,,
SMITH-MACHINE CALF RAISES,MACHINE,CALVES,,,,,,,,,,,,,,,,,,,,,,,,
STANDING CALF RAISE,MACHINE,CALVES,,,,,,,,,,,,,,,,,,,,,,,,
STRAIGHT LEG VARITION OF CHOICE,MACHINE,CALVES,,,,,,,,,,,,,,,,,,,,,,,,
HANGING KNEE RAISE,BODYWEIGHT,ABS,,,,,,,,,,,,,,,,,,,,,,,,
HANGING STRAIGHT LEG RAISE,BODYWEIGHT,ABS,,,,,,,,,,,,,,,,,,,,,,,,
MACHINE CRUNCH,MACHINE,ABS,,,,,,,,,,,,,,,,,,,,,,,,
MODIFIED CANDLESTICK,BODYWEIGHT,ABS,,,,,,,,,,,,,,,,,,,,,,,,
REACHING SIT UP,BODYWEIGHT,ABS,,,,,,,,,,,,,,,,,,,,,,,,
ROPE CABLE CRUNCH,CABLE,ABS,,,,,,,,,,,,,,,,,,,,,,,,
DECLINE SIT UP,BODYWEIGHT,ABS,,,,,,,,,,,,,,,,,,,,,,,,
V-UP,BODYWEIGHT,ABS,,,,,,,,,,,,,,,,,,,,,,,,
STRETCH CRUNCHES,BODYWEIGHT,ABS,,,,,,,,,,,,,,,,,,,,,,,,
DECLINE BOSU BALL LEG LIFT,BODYWEIGHT,ABS,,,,,,,,,,,,,,,,,,,,,,,,
GHR CRUNCH,BODYWEIGHT,ABS,,,,,,,,,,,,,,,,,,,,,,,,
BB BENT SHRUG,BARBELL,TRAPS,,,,,,,,,,,,,,,,,,,,,,,,
BB SHRUG,BARBELL,TRAPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE BENT SHRUG,CABLE,TRAPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE SHRUG,CABLE,TRAPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE SIDE SHRUG,CABLE,TRAPS,,,,,,,,,,,,,,,,,,,,,,,,
CABLE 1 ARM SIDE SHRUG,CABLE,TRAPS,,,,,,,,,,,,,,,,,,,,,,,,
DB BENT SHRUG,DUMBBELL,TRAPS,,,,,,,,,,,,,,,,,,,,,,,,
